date,index_code,open,high,low,close,volume
2019-07-29,VN30,887.96,889.97,881.53,885.61,34474430
2019-07-30,VN30,888.7,892.38,877.92,877.92,44932360
2019-07-31,VN30,877.8,885.86,874.39,883.19,43400530
2019-08-01,VN30,884.29,887.39,881.52,887.39,41754860
2019-08-02,VN30,887.06,887.39,877.76,885.29,54739360
2019-08-05,VN30,883.34,885.29,872.39,872.39,53465930
2019-08-06,VN30,870.82,872.39,858.02,866.13,52907240
2019-08-07,VN30,866.13,872.05,863.57,868.27,40017410
2019-08-08,VN30,868.2,877.32,866.69,875.81,58877170
2019-08-09,VN30,875.81,880.29,874.51,878.62,46667200
2019-08-12,VN30,878.56,883.41,877.33,882.23,44745840
2019-08-13,VN30,882.23,882.23,875.32,877.97,59070490
2019-08-14,VN30,880.04,886.8,877.97,880.51,44297320
2019-08-15,VN30,874.42,890.78,867.95,890.78,50395380
2019-08-16,VN30,890.39,900.31,886.87,892.44,70252830
2019-08-19,VN30,892.32,897.03,889.34,891.78,39311010
2019-08-20,VN30,891.73,894.86,890.96,894.45,41244380
2019-08-21,VN30,894.45,901.25,892.05,900.54,56164360
2019-08-22,VN30,901.28,904.41,899.58,901.29,46933460
2019-08-23,VN30,901.53,902.5,896.87,900.53,49584900
2019-08-26,VN30,899.1,900.53,887.05,892.48,65313090
2019-08-27,VN30,892.48,899.29,886.91,886.91,59291850
2019-08-28,VN30,886.82,890.58,885.23,886.08,41622640
2019-08-29,VN30,886.04,889.13,882.14,889.13,42613720
2019-08-30,VN30,888.94,893.57,888.83,892.51,40839960
2019-09-03,VN30,892.83,894.11,886.02,888.97,45768490
2019-09-04,VN30,888.95,890.31,883.91,887.12,41234740
2019-09-05,VN30,887.21,891.43,886.1,886.1,42074670
2019-09-06,VN30,885.93,889.49,884.9,885.95,40543850
2019-09-09,VN30,885.95,887.01,883.43,885.61,37164220
2019-09-10,VN30,885.84,888.57,881.04,883.04,46274080
2019-09-11,VN30,882.9,886.12,881.34,885.52,34851830
2019-09-12,VN30,886.12,894.32,885.52,894.32,48192160
2019-09-13,VN30,894.21,905.31,893.8,905.05,67622020
2019-09-16,VN30,905.0,909.7,902.94,908.6,52499530
2019-09-17,VN30,908.6,912.89,904.36,912.38,49773900
2019-09-18,VN30,912.42,915.09,911.08,913.48,64916030
2019-09-19,VN30,913.4,918.88,909.88,918.88,57544160
2019-09-20,VN30,918.88,920.77,914.55,915.16,72085600
2019-09-23,VN30,914.73,918.42,909.98,909.98,63685170
2019-09-24,VN30,909.98,914.02,908.03,910.76,50415610
2019-09-25,VN30,910.57,913.33,906.6,912.42,51189520
2019-09-26,VN30,912.91,918.1,911.57,918.1,61815870
2019-09-27,VN30,918.1,925.58,917.72,924.83,64121740
2019-09-30,VN30,924.83,930.88,922.62,922.89,63284690
2019-10-01,VN30,922.87,926.31,921.69,926.31,59813890
2019-10-02,VN30,926.44,927.43,917.68,919.73,69144140
2019-10-03,VN30,919.63,921.7,911.6,921.7,63663830
2019-10-04,VN30,921.7,924.36,915.16,915.16,62008430
2019-10-07,VN30,915.62,917.36,907.5,907.5,60836700
2019-10-08,VN30,907.06,915.34,906.88,915.27,65243600
2019-10-09,VN30,915.38,917.9,912.48,914.54,62566710
2019-10-10,VN30,914.59,917.08,912.2,913.05,54842380
2019-10-11,VN30,913.05,917.14,912.94,916.68,61846270
2019-10-14,VN30,916.81,924.69,916.68,921.91,81662930
2019-10-15,VN30,921.95,924.79,920.63,923.27,55003840
2019-10-16,VN30,923.26,927.91,923.26,924.64,55092660
2019-10-17,VN30,924.53,924.79,919.1,919.1,65013550
2019-10-18,VN30,919.92,922.62,916.87,919.13,57605110
2019-10-21,VN30,918.02,919.13,913.94,914.0,63505800
2019-10-22,VN30,914.04,917.61,912.7,916.81,59083710
2019-10-23,VN30,916.81,919.61,915.87,919.61,55202580
2019-10-24,VN30,919.54,925.25,919.17,925.25,59252900
2019-10-25,VN30,925.49,927.05,923.56,927.05,56303260
2019-10-28,VN30,927.96,929.93,925.8,925.97,60005810
2019-10-29,VN30,925.67,928.38,923.97,923.97,59000930
2019-10-30,VN30,923.98,928.85,922.67,925.07,56666560
2019-10-31,VN30,925.02,928.88,922.06,922.68,63154480
2019-11-01,VN30,922.46,934.21,922.46,933.55,76837110
2019-11-04,VN30,933.96,941.46,932.31,940.25,87334540
2019-11-05,VN30,940.53,944.62,938.73,942.34,71492500
2019-11-06,VN30,942.4,945.43,940.76,942.38,75016380
2019-11-07,VN30,942.38,945.26,940.23,944.25,76226210
2019-11-08,VN30,944.28,948.37,942.19,944.7,74207740
2019-11-11,VN30,944.72,946.55,938.78,939.72,80097000
2019-11-12,VN30,939.72,942.55,937.95,939.82,66245180
2019-11-13,VN30,939.82,941.13,930.84,932.6,76758480
2019-11-14,VN30,932.45,935.72,927.14,928.44,78620440
2019-11-15,VN30,928.82,930.84,922.59,927.36,66130230
2019-11-18,VN30,927.49,929.18,920.52,920.95,69835800
2019-11-19,VN30,921.0,926.07,919.95,926.07,63691480
2019-11-20,VN30,925.94,926.67,917.0,917.0,72569190
2019-11-21,VN30,917.0,917.06,898.23,898.23,83040690
2019-11-22,VN30,898.93,906.93,885.83,892.31,82099050
2019-11-25,VN30,892.31,896.43,887.72,894.8,63815430
2019-11-26,VN30,895.36,900.72,894.8,897.5,68546970
2019-11-27,VN30,898.58,901.1,894.8,895.06,58427250
2019-11-28,VN30,894.45,895.42,883.16,885.7,69367550
2019-11-29,VN30,885.9,888.41,882.68,887.47,60328840
2019-12-02,VN30,887.47,889.47,875.1,875.1,76462740
2019-12-03,VN30,874.9,877.96,865.74,868.68,77467050
2019-12-04,VN30,868.79,883.56,865.31,883.56,74534040
2019-12-05,VN30,883.33,884.66,878.39,879.32,61676770
2019-12-06,VN30,878.28,882.59,875.99,880.43,60752790
2019-12-09,VN30,880.39,882.58,876.01,879.94,64151210
2019-12-10,VN30,879.95,880.22,870.25,873.16,72499410
2019-12-11,VN30,873.38,878.27,869.15,878.27,66716030
2019-12-12,VN30,878.27,885.73,878.27,884.8,57447090
2019-12-13,VN30,884.98,888.53,880.55,880.55,65816420
2019-12-16,VN30,880.55,880.55,874.06,876.65,67010160
2019-12-17,VN30,876.5,877.63,867.13,867.44,72408090
2019-12-18,VN30,866.61,867.69,861.05,863.16,69570980
2019-12-19,VN30,863.16,867.25,858.76,862.23,68010500
2019-12-20,VN30,862.23,869.52,862.23,868.37,69391620
2019-12-23,VN30,868.37,872.75,867.92,868.2,72189520
2019-12-24,VN30,868.14,869.9,864.86,869.88,57924660
2019-12-25,VN30,869.93,874.93,869.22,873.18,53692380
2019-12-26,VN30,873.17,874.87,869.57,872.07,40379950
2019-12-27,VN30,872.11,876.38,867.95,876.38,26809950
2019-12-30,VN30,876.61,881.27,876.13,880.29,33522140
2019-12-31,VN30,880.42,881.98,876.66,879.06,44433790
2020-01-02,VN30,879.02,886.88,876.87,886.88,50389450
2020-01-03,VN30,887.11,890.38,883.18,883.28,43220590
2020-01-06,VN30,882.51,883.28,872.34,872.34,36868840
2020-01-07,VN30,872.32,877.34,870.49,876.7,40277740
2020-01-08,VN30,876.64,876.7,861.51,865.18,53101180
2020-01-09,VN30,867.27,878.43,865.18,877.76,45705720
2020-01-10,VN30,877.85,888.09,877.76,885.52,72856040
2020-01-13,VN30,885.52,885.52,881.35,881.79,32553390
2020-01-14,VN30,881.77,886.83,880.58,884.77,50679260
2020-01-15,VN30,884.95,886.33,882.79,885.36,35671150
2020-01-16,VN30,885.36,892.2,883.83,891.96,63476010
2020-01-17,VN30,891.66,897.63,891.36,894.84,48879990
2020-01-20,VN30,894.6,897.4,891.75,897.4,39722470
2020-01-21,VN30,897.97,907.51,897.4,906.52,57331520
2020-01-22,VN30,906.52,909.41,903.27,909.09,51710960
2020-01-30,VN30,908.2,909.09,870.53,875.82,80136320
2020-01-31,VN30,875.43,876.59,848.63,848.63,83267610
2020-02-03,VN30,848.42,848.63,803.73,842.67,91769740
2020-02-04,VN30,842.79,849.8,833.93,845.52,73132220
2020-02-05,VN30,845.65,854.72,840.41,845.31,63586260
2020-02-06,VN30,845.38,862.86,842.68,862.86,97615310
2020-02-07,VN30,862.71,865.91,858.02,863.49,72831920
2020-02-10,VN30,863.28,863.49,848.21,852.87,46861970
2020-02-11,VN30,853.09,859.38,852.87,856.39,70070560
2020-02-12,VN30,856.64,870.1,856.39,863.23,80775330
2020-02-13,VN30,862.72,864.79,858.46,864.16,58430270
2020-02-14,VN30,865.03,868.84,863.14,865.86,74645390
2020-02-17,VN30,865.83,867.45,862.75,866.27,58437180
2020-02-18,VN30,866.06,866.61,858.61,861.71,60234370
2020-02-19,VN30,860.23,865.4,859.65,863.84,52573160
2020-02-20,VN30,864.0,872.86,863.84,871.4,59013520
2020-02-21,VN30,871.49,877.52,868.59,868.89,66759070
2020-02-24,VN30,867.56,868.89,837.4,837.4,95170340
2020-02-25,VN30,836.54,849.58,827.81,849.58,69289070
2020-02-26,VN30,849.56,849.58,837.52,841.68,54642970
2020-02-27,VN30,841.19,849.18,836.56,848.34,55423910
2020-02-28,VN30,844.02,848.34,823.09,831.97,69885780
2020-03-02,VN30,831.25,837.99,827.23,835.42,69305330
2020-03-03,VN30,835.14,846.21,835.14,837.99,64175180
2020-03-04,VN30,838.02,839.26,831.2,837.99,52991210
2020-03-05,VN30,838.93,846.58,836.32,839.12,67022900
2020-03-06,VN30,838.77,839.12,827.12,835.97,53908060
2020-03-09,VN30,835.65,835.97,781.12,782.85,107131850
2020-03-10,VN30,782.85,794.88,762.34,789.51,90062880
2020-03-11,VN30,789.75,795.98,746.83,758.16,99250550
2020-03-12,VN30,757.9,758.16,710.33,719.21,113236020
2020-03-13,VN30,715.34,722.3,674.36,716.65,113472590
2020-03-16,VN30,716.65,716.65,688.8,698.18,74029820
2020-03-17,VN30,698.0,702.36,673.21,699.73,80439940
2020-03-18,VN30,699.73,705.3,695.42,700.65,77434820
2020-03-19,VN30,699.35,700.65,669.04,679.55,73193700
2020-03-20,VN30,679.78,683.55,668.9,673.7,81174090
2020-03-23,VN30,671.05,673.7,628.46,632.86,81061380
2020-03-24,VN30,632.63,633.97,619.07,625.43,85901840
2020-03-25,VN30,625.83,652.31,625.43,652.31,86267230
2020-03-26,VN30,651.94,655.06,639.02,646.7,74094650
2020-03-27,VN30,646.61,649.17,633.41,642.23,102644660
2020-03-30,VN30,641.92,642.23,605.0,611.79,75428990
2020-03-31,VN30,613.33,629.08,598.6,610.76,77472420
2020-04-01,VN30,609.35,631.6,606.03,628.79,73251500
2020-04-03,VN30,630.37,649.15,628.79,649.15,84127900
2020-04-06,VN30,649.15,682.65,649.15,682.65,127163130
2020-04-07,VN30,682.65,695.45,677.03,693.61,117080630
2020-04-08,VN30,693.66,693.66,675.26,691.17,76666570
2020-04-09,VN30,691.17,704.18,691.17,697.85,111266900
2020-04-10,VN30,697.9,701.77,687.18,695.74,146864700
2020-04-13,VN30,695.84,714.58,695.74,706.37,82299370
2020-04-14,VN30,706.37,713.81,699.03,713.81,94916160
2020-04-15,VN30,714.39,723.77,713.81,722.8,91992100
2020-04-16,VN30,721.73,726.71,714.52,726.57,72703140
2020-04-17,VN30,727.51,736.17,726.57,734.98,100568910
2020-04-20,VN30,736.1,742.27,729.52,736.31,99010230
2020-04-21,VN30,734.14,736.31,702.61,706.65,128951820
2020-04-22,VN30,706.54,718.62,692.03,714.42,86106800
2020-04-23,VN30,715.62,729.99,714.42,717.49,63426140
2020-04-24,VN30,717.49,725.52,711.14,725.05,64551610
2020-04-27,VN30,724.76,735.28,719.66,719.66,81802970
2020-04-28,VN30,719.45,721.73,711.84,715.74,64778960
2020-04-29,VN30,715.74,719.18,713.62,715.33,69755970
2020-05-04,VN30,714.9,716.05,706.47,709.35,65868010
2020-05-05,VN30,710.22,714.59,707.49,711.01,48703130
2020-05-06,VN30,711.34,725.94,709.77,725.94,77213190
2020-05-07,VN30,726.17,739.98,725.94,739.98,82601000
2020-05-08,VN30,740.14,773.22,739.98,760.15,146260040
2020-05-11,VN30,760.86,777.13,760.15,777.13,107514590
2020-05-12,VN30,777.35,783.77,766.7,782.45,104564430
2020-05-13,VN30,781.85,788.06,760.2,783.69,122448880
2020-05-14,VN30,783.69,785.1,773.62,780.73,86237430
2020-05-15,VN30,780.73,785.26,771.25,773.95,80443320
2020-05-18,VN30,773.95,787.27,770.61,787.27,81990780
2020-05-19,VN30,787.53,808.17,787.27,799.31,119339160
2020-05-20,VN30,799.28,803.35,793.75,803.32,97443060
2020-05-21,VN30,803.57,815.55,802.49,815.55,134973200
2020-05-22,VN30,815.51,815.55,802.82,803.14,95158480
2020-05-25,VN30,803.35,809.12,799.23,807.25,81739940
2020-05-26,VN30,807.55,815.96,807.25,815.01,101929820
2020-05-27,VN30,816.04,821.36,801.36,801.36,119115010
2020-05-28,VN30,801.38,810.43,800.16,804.06,91471520
2020-05-29,VN30,804.0,808.83,801.46,806.23,76808710
2020-06-01,VN30,806.44,821.47,806.23,821.47,176781350
2020-06-02,VN30,821.89,827.11,818.12,818.7,147384620
2020-06-03,VN30,819.02,824.54,818.33,824.29,89255290
2020-06-04,VN30,824.3,831.49,823.77,823.77,135464800
2020-06-05,VN30,823.46,826.47,818.33,826.47,147686540
2020-06-08,VN30,826.79,845.63,826.47,838.52,155914950
2020-06-09,VN30,839.19,843.58,836.13,837.02,152484730
2020-06-10,VN30,836.8,842.21,827.6,839.11,164035740
2020-06-11,VN30,839.11,842.76,806.64,806.87,191851870
2020-06-12,VN30,803.11,807.76,782.7,807.76,183055290
2020-06-15,VN30,808.58,813.59,778.71,778.71,141902860
2020-06-16,VN30,779.8,801.42,778.71,798.82,84854820
2020-06-17,VN30,798.82,802.06,793.2,796.43,76200410
2020-06-18,VN30,795.84,800.03,788.72,797.08,58891460
2020-06-19,VN30,797.21,808.28,797.03,808.28,81044560
2020-06-22,VN30,808.58,812.99,805.24,809.97,68483440
2020-06-23,VN30,809.53,812.24,803.96,807.61,95807000
2020-06-24,VN30,807.9,813.47,799.35,801.62,74689590
2020-06-25,VN30,801.29,801.62,791.38,796.51,74549190
2020-06-26,VN30,796.7,803.88,793.08,795.53,53642210
2020-06-29,VN30,795.11,795.53,768.99,774.81,97111120
2020-06-30,VN30,774.84,784.44,765.62,770.53,74258230
2020-07-01,VN30,770.23,787.38,770.02,786.82,56962280
2020-07-02,VN30,786.82,788.88,781.45,785.59,54056700
2020-07-03,VN30,785.81,790.3,785.59,789.87,43303010
2020-07-06,VN30,790.08,803.76,789.87,803.46,74204520
2020-07-07,VN30,803.61,812.48,803.46,805.68,87361600
2020-07-08,VN30,805.67,807.09,801.57,805.06,52132960
2020-07-09,VN30,805.12,819.45,805.06,817.08,81034330
2020-07-10,VN30,816.76,817.67,806.67,809.02,71215730
2020-07-13,VN30,809.02,814.35,802.5,806.17,65612220
2020-07-14,VN30,806.17,806.17,798.21,805.37,60124200
2020-07-15,VN30,805.37,815.09,805.37,810.16,53466480
2020-07-16,VN30,810.16,819.83,809.41,819.83,64520530
2020-07-17,VN30,819.83,819.83,812.61,814.16,65439170
2020-07-20,VN30,814.16,814.16,803.36,803.36,69313020
2020-07-21,VN30,803.36,806.34,799.98,804.7,62634380
2020-07-22,VN30,804.7,806.93,797.82,797.85,65223560
2020-07-23,VN30,797.85,800.29,794.59,800.29,73617580
2020-07-24,VN30,800.29,800.29,760.56,772.29,142231570
2020-07-27,VN30,772.29,772.29,726.02,729.93,127324950
2020-07-28,VN30,729.93,757.5,729.93,756.17,106762410
2020-07-29,VN30,756.17,756.17,722.85,735.16,95374560
2020-07-30,VN30,735.16,746.74,735.16,746.02,51151920
2020-07-31,VN30,746.02,747.56,731.14,740.73,58079130
2020-08-03,VN30,740.73,758.3,738.64,757.86,75712850
2020-08-04,VN30,757.86,768.46,757.86,768.22,62080110
2020-08-05,VN30,768.22,782.09,761.26,780.71,84975870
2020-08-06,VN30,780.71,787.27,776.04,781.6,64066590
2020-08-07,VN30,781.6,785.99,778.45,782.15,68194780
2020-08-10,VN30,782.15,791.67,782.15,784.3,79376100
2020-08-11,VN30,784.3,788.92,781.04,784.57,60223460
2020-08-12,VN30,784.57,790.01,784.23,788.42,71949730
2020-08-13,VN30,788.42,795.69,788.42,795.09,62104890
2020-08-14,VN30,795.09,801.61,789.12,791.98,85640670
2020-08-17,VN30,791.98,793.61,782.52,791.54,57165820
2020-08-18,VN30,791.54,792.13,784.93,786.95,41657400
2020-08-19,VN30,786.95,791.85,786.01,789.41,51465360
2020-08-20,VN30,789.41,793.35,783.57,786.11,65866250
2020-08-21,VN30,786.11,795.05,786.11,793.6,78118940
2020-08-24,VN30,793.6,810.17,793.46,809.69,102484240
2020-08-25,VN30,809.69,818.94,809.34,815.18,107201730
2020-08-26,VN30,815.18,816.68,811.45,812.36,89049860
2020-08-27,VN30,812.36,814.64,810.68,814.55,72352280
2020-08-28,VN30,814.55,828.88,814.55,821.93,102827430
2020-08-31,VN30,821.93,831.76,820.66,823.93,82419120
2020-09-01,VN30,823.93,832.87,821.74,832.03,78823790
2020-09-03,VN30,832.03,844.27,832.03,843.64,104709690
2020-09-04,VN30,843.64,843.64,833.54,840.54,103338380
2020-09-07,VN30,840.54,843.8,824.36,824.36,98247460
2020-09-08,VN30,824.36,829.22,819.02,827.57,81334060
2020-09-09,VN30,827.5,828.38,816.51,824.42,82985570
2020-09-10,VN30,824.42,832.61,824.42,825.85,67659910
2020-09-11,VN30,825.85,827.83,821.97,825.56,64103290
2020-09-14,VN30,825.56,833.09,825.56,832.24,65500510
2020-09-15,VN30,832.24,835.42,831.13,833.33,87508060
2020-09-16,VN30,833.33,834.52,831.33,834.5,54112550
2020-09-17,VN30,834.5,837.76,829.08,831.84,96606620
2020-09-18,VN30,831.84,842.1,831.84,841.26,94168740
2020-09-21,VN30,841.26,852.65,841.26,851.54,106118340
2020-09-22,VN30,851.54,854.69,846.03,852.72,130393430
2020-09-23,VN30,852.72,860.34,852.72,858.3,111915820
2020-09-24,VN30,858.3,858.89,852.29,853.21,90213290
2020-09-25,VN30,853.21,856.79,850.1,854.71,105360670
2020-09-28,VN30,854.71,863.98,854.71,863.31,134681820
2020-09-29,VN30,863.31,871.99,856.2,856.2,135082450
2020-09-30,VN30,856.2,860.1,852.54,858.54,104923280
2020-10-01,VN30,858.54,868.3,858.54,867.58,106515880
2020-10-02,VN30,867.58,870.8,850.61,861.51,164531140
2020-10-05,VN30,861.51,869.09,861.51,867.7,115090400
2020-10-06,VN30,867.7,872.39,866.12,871.37,148279580
2020-10-07,VN30,871.37,876.31,867.06,870.85,157151510
2020-10-08,VN30,870.85,873.13,864.55,869.82,139809540
2020-10-09,VN30,869.82,875.52,868.36,874.53,115723800
2020-10-12,VN30,874.53,882.84,871.58,874.9,130255360
2020-10-13,VN30,874.9,879.25,872.36,878.35,103915810
2020-10-14,VN30,878.35,892.25,878.35,892.15,176566350
2020-10-15,VN30,896.5,901.71,893.94,899.2,167589220
2020-10-16,VN30,899.2,906.17,892.7,901.59,157348820
2020-10-19,VN30,901.59,906.16,899.61,903.51,142169620
2020-10-20,VN30,903.51,909.49,899.42,909.49,179990420
2020-10-21,VN30,909.49,918.14,905.08,906.1,152206540
2020-10-22,VN30,906.1,918.3,901.96,918.3,133646710
2020-10-23,VN30,918.3,930.59,918.3,930.3,163038710
2020-10-26,VN30,930.3,942.72,919.56,919.56,167434310
2020-10-27,VN30,919.56,926.52,914.72,915.46,189908440
2020-10-28,VN30,913.31,916.0,888.88,888.88,183439080
2020-10-29,VN30,888.88,894.19,879.74,886.68,151632600
2020-10-30,VN30,886.68,893.42,875.84,892.55,130033580
2020-11-02,VN30,892.55,900.03,889.83,899.27,83556370
2020-11-03,VN30,899.27,904.78,897.3,902.14,110878290
2020-11-04,VN30,902.14,910.59,900.74,905.48,112218650
2020-11-05,VN30,905.48,913.2,903.64,903.64,97631160
2020-11-06,VN30,903.64,907.67,899.51,902.91,79120200
2020-11-09,VN30,902.91,917.42,902.91,917.42,108928030
2020-11-10,VN30,917.42,929.66,916.5,916.5,137867540
2020-11-11,VN30,916.5,919.95,910.39,916.68,114386310
2020-11-12,VN30,916.68,923.0,916.21,923.0,85346880
2020-11-13,VN30,923.0,931.2,923.0,931.2,122988700
2020-11-16,VN30,931.2,939.1,915.23,915.97,173012830
2020-11-17,VN30,915.97,934.65,915.97,934.65,129177640
2020-11-18,VN30,934.65,939.62,931.18,937.67,153573720
2020-11-19,VN30,937.67,945.06,936.32,944.92,166086320
2020-11-20,VN30,944.92,950.89,942.28,950.89,125700510
2020-11-23,VN30,950.89,961.35,946.14,960.03,164653110
2020-11-24,VN30,960.03,964.53,948.67,959.61,184868340
2020-11-25,VN30,959.61,963.81,957.09,960.63,175122450
2020-11-26,VN30,960.63,964.16,953.46,964.16,156138260
2020-11-27,VN30,964.16,971.11,963.69,971.11,142656350
2020-11-30,VN30,971.11,975.46,965.89,965.89,168722120
2020-12-01,VN30,965.89,976.44,951.92,976.35,213408260
2020-12-02,VN30,976.35,981.28,973.58,979.95,187854660
2020-12-03,VN30,979.95,986.4,978.16,985.44,183517840
2020-12-04,VN30,985.44,988.68,983.03,984.34,182020670
2020-12-07,VN30,984.34,992.59,984.07,992.01,148301050
2020-12-08,VN30,992.01,996.64,988.71,993.61,153446320
2020-12-09,VN30,993.61,1004.61,993.61,1004.03,180899680
2020-12-10,VN30,1004.03,1008.6,994.28,994.28,173563520
2020-12-11,VN30,994.28,1008.65,994.28,1008.65,127663730
2020-12-14,VN30,1008.65,1024.28,1008.65,1024.28,160378000
2020-12-15,VN30,1024.28,1025.34,1009.8,1013.02,173336680
2020-12-16,VN30,1013.02,1029.72,1013.02,1029.72,178525030
2020-12-17,VN30,1029.72,1029.72,1015.86,1016.95,226638630
2020-12-18,VN30,1016.95,1037.98,1016.95,1036.65,183606010
2020-12-21,VN30,1036.65,1052.85,1036.65,1049.71,187655270
2020-12-22,VN30,1049.71,1053.81,1043.8,1052.23,204617490
2020-12-23,VN30,1052.23,1058.91,1043.88,1045.7,203334040
2020-12-24,VN30,1045.7,1051.56,1013.9,1033.95,212709620
2020-12-25,VN30,1033.95,1052.16,1026.05,1052.13,161859380
2020-12-28,VN30,1052.13,1063.09,1047.45,1054.23,190250810
2020-12-29,VN30,1054.23,1062.61,1050.05,1058.39,153419410
2020-12-30,VN30,1058.39,1069.5,1055.25,1059.16,173017710
2020-12-31,VN30,1059.16,1074.02,1058.9,1070.77,136030310
2021-01-04,VN30,1070.77,1097.61,1070.77,1091.87,233730100
2021-01-05,VN30,1091.87,1104.78,1086.07,1104.3,191641100
2021-01-06,VN30,1104.3,1125.63,1104.3,1113.72,225226500
2021-01-07,VN30,1113.72,1130.59,1113.72,1130.59,215401400
2021-01-08,VN30,1130.59,1156.38,1130.59,1147.86,220086200
2021-01-11,VN30,1147.86,1165.99,1147.86,1163.4,222792000
2021-01-12,VN30,1163.4,1169.27,1155.9,1169.03,202517400
2021-01-13,VN30,1169.03,1178.44,1161.87,1164.57,187356100
2021-01-14,VN30,1164.57,1169.97,1156.58,1168.99,229616000
2021-01-15,VN30,1168.99,1185.46,1168.99,1182.2,211717400
2021-01-18,VN30,1182.2,1188.53,1171.96,1173.34,199288900
2021-01-19,VN30,1173.34,1173.61,1098.47,1107.32,324705300
2021-01-20,VN30,1107.32,1121.97,1073.13,1116.21,262600200
2021-01-21,VN30,1116.21,1152.9,1114.26,1151.3,204600400
2021-01-22,VN30,1151.3,1164.45,1147.88,1156.58,210394400
2021-01-25,VN30,1156.58,1164.7,1149.26,1154.29,198478400
2021-01-26,VN30,1154.29,1155.32,1107.54,1125.09,236714100
2021-01-27,VN30,1125.09,1125.25,1073.74,1083.63,241013700
2021-01-28,VN30,1083.63,1083.63,1008.53,1010.75,282129400
2021-01-29,VN30,1010.75,1070.05,978.85,1048.31,242653600
2021-02-01,VN30,1048.31,1068.93,1029.21,1029.86,175342500
2021-02-02,VN30,1029.86,1079.87,1025.18,1079.7,162837100
2021-02-03,VN30,1079.7,1122.04,1079.7,1117.98,204897000
2021-02-04,VN30,1117.98,1126.64,1103.11,1117.74,155634900
2021-02-05,VN30,1117.74,1135.5,1117.74,1135.5,139783900
2021-02-08,VN30,1135.5,1136.38,1077.4,1092.59,228472200
2021-02-09,VN30,1092.59,1129.49,1089.85,1129.49,173192200
2021-02-17,VN30,1129.49,1169.88,1129.49,1174.91,155280800
2021-02-18,VN30,1174.91,1187.94,1162.48,1187.94,183246200
2021-02-19,VN30,1187.94,1188.61,1168.18,1180.59,166179400
2021-02-22,VN30,1180.59,1190.48,1172.71,1180.55,175256400
2021-02-23,VN30,1180.55,1191.74,1174.18,1182.47,195049200
2021-02-24,VN30,1182.47,1192.04,1161.13,1167.18,178724400
2021-02-25,VN30,1167.18,1175.19,1158.06,1169.82,158378900
2021-02-26,VN30,1169.82,1175.4,1153.41,1173.6,178992100
2021-03-01,VN30,1173.6,1192.85,1173.6,1191.83,191028700
2021-03-02,VN30,1191.83,1203.84,1188.01,1194.71,169421200
2021-03-03,VN30,1194.71,1198.36,1189.14,1195.6,154440900
2021-03-04,VN30,1195.6,1200.42,1164.76,1174.29,183128200
2021-03-05,VN30,1174.29,1174.8,1157.45,1173.83,205207500
2021-03-08,VN30,1173.83,1186.29,1164.78,1170.0,164933700
2021-03-09,VN30,1170.0,1170.0,1150.18,1163.0,159976000
2021-03-10,VN30,1163.0,1173.58,1154.29,1172.26,156010800
2021-03-11,VN30,1172.26,1190.47,1172.26,1188.71,167311800
2021-03-12,VN30,1188.71,1193.97,1184.64,1187.81,147251900
2021-03-15,VN30,1187.81,1194.29,1184.32,1190.86,149674500
2021-03-16,VN30,1190.86,1192.15,1177.05,1187.84,163858900
2021-03-17,VN30,1187.84,1193.45,1183.83,1193.45,193596700
2021-03-18,VN30,1193.45,1211.54,1193.45,1211.54,155167300
2021-03-19,VN30,1211.54,1211.54,1201.17,1203.36,171417400
2021-03-22,VN30,1203.36,1207.28,1194.79,1198.54,161297800
2021-03-23,VN30,1198.54,1198.54,1182.22,1186.98,155689000
2021-03-24,VN30,1186.98,1186.98,1157.69,1165.61,190246400
2021-03-25,VN30,1165.61,1175.86,1159.25,1164.64,165895200
2021-03-26,VN30,1164.64,1170.75,1143.08,1167.19,172710300
2021-03-29,VN30,1167.19,1182.06,1167.19,1180.07,145667400
2021-03-30,VN30,1180.07,1192.9,1175.9,1190.86,217511900
2021-03-31,VN30,1190.86,1203.18,1189.47,1196.24,171904000
2021-04-01,VN30,1196.24,1227.56,1196.24,1226.16,222239500
2021-04-02,VN30,1226.16,1243.67,1226.16,1238.03,199249300
2021-04-05,VN30,1238.03,1256.12,1238.03,1249.9,219162300
2021-04-06,VN30,1249.9,1260.35,1245.16,1255.36,222982600
2021-04-07,VN30,1255.36,1257.77,1248.15,1257.77,213314200
2021-04-08,VN30,1257.77,1263.03,1249.45,1251.81,161341700
2021-04-09,VN30,1251.81,1256.06,1245.26,1253.26,173791500
2021-04-12,VN30,1253.26,1279.52,1253.26,1278.19,267960600
2021-04-13,VN30,1278.19,1298.78,1276.74,1277.35,255773400
2021-04-14,VN30,1277.35,1290.77,1263.89,1290.77,207521100
2021-04-15,VN30,1290.77,1300.84,1283.98,1284.2,236678100
2021-04-16,VN30,1284.2,1291.37,1262.52,1276.87,247667200
2021-04-19,VN30,1276.87,1306.22,1271.52,1306.22,210596900
2021-04-20,VN30,1306.22,1331.56,1303.68,1312.68,244920500
2021-04-22,VN30,1312.68,1317.5,1271.53,1271.53,232535000
2021-04-23,VN30,1271.53,1301.39,1262.89,1301.39,245629900
2021-04-26,VN30,1301.39,1305.73,1269.78,1275.04,216946500
2021-04-27,VN30,1275.04,1283.95,1264.57,1283.81,171780800
